Index,Series,Name,Epithets,Description,Image,ImageHash,InputHash,StaticHash,Color
199,2,K'ilysa,The Maymaker,"A serpentine being with a mass of tentacles for a body and a single green eye. She dwells in the blood of the slain and the frozen wastes, feeding on the souls of those who have passed away. She is the embodiment of undeath, but is capable of stirring up life from the frozen wasteland by providing the right conditions.",./sprites/step-grandfather-hand-cannibal_norm_m7_OPT.gif,QmR2NE1HGW6f7R21VDEWPP2U78D6G3GxBMW3gAeLG1pUd9,QmPnvEqnd4nNGuKJwbtgtgdMzpL5DDqzTCrYCHeHtmvY2h,QmZimtsGdwuQrgHuWhYqonvDVtK5SNhKtw6Z6C1B1kAUK5,brown
200,2,Dvir,Child of the Wild,"A small, smooth, and yet very powerful entity who watches over the walls of Alchemena and the City of Stars. Originally a child of the Void, Dvir fell into a deep despair after the First Cataclysm, and so dedicated himself to safeguarding the Night Gods. The barrier between his and the Pitch Gods' realms is almost non-existent, but he takes great pains to keep it that way.",./sprites/jump-iridescence-hazel_norm_m1_OPT.gif,QmYqTZcuhcYoHNp2P9jrUN3gJ8mho515VzVjToVzKSM1WR,QmQtispyNwyTBKquog6LBgyPFp8kbR5xdFyBNv18R7bVcv,Qmde1tYKvGRjUZsz4teW88QBJoKC6oCbbhFxxrayCVUxJA,green
201,2,Djathata,The One Who Responds to Desire,"A black-eyed, black-haired humanoid composed of immaculate flesh. He is said to be one of the most powerful qiqirn to have ever existed, and to have ruled over a city in the Far East before he was sealed away.",./sprites/cast-artery-destroyer_norm_m6_OPT.gif,QmPkVL6k9xBYNsVgS2373bF6DcadsbyjccBEFLrsfGY7Pk,QmWHd5tYtyzNADAXi2pt43JRdQs2T9MfnwLF8un5XHUx2a,QmaEKmAJ5FLabbd7pb12bXDnF7R4L4VzFEj4BexdvwyuTh,white
202,2,Isistl,Heaven's Roar,"A creature of the Inner Planes, ruled by the cold element of electricity. It has the body of a colossal tiger and the wings of an eagle. The power it exudes is terrifying, and it can create thunder and lightning. It appears in the shape of an enormous tiger with a lightning bolt crashing from its forehead. It interacts with other deities in the Volta Pantheon.",./sprites/square-champion-music-box_norm_m7_OPT.gif,QmQdu6vSC2m5Pp9gW8kdbUZ8LcgoZycLx5JKb9WKrrQMrG,QmVBNhf6kMM5yob12PKv6c3U7hV5X1BpgTnr2QBVn8NZSa,QmdT1KBEY5buCpCGZsyqNa6PCiuXoe76SEqMFnS1xHFuu2,rainbow
203,2,Kýrendír,Master of the Abandoned Grounds,"A powerful entity, once a powerful entity named Kronz'orim, and the best of his kind among the gods. He has since lost his gifts and properties, leaving him to wander the barren earth. In his last moments, he threw his children to their deaths to save his old body from being overtaken by the Void, granting him his new name.",./sprites/rubber-mule-compliance_clip_m1_OPT.gif,QmQC7f1tCbKukzQpb48hZwV6s6okmDE1TKkFmVknVc3P2a,QmcakWsCf79JpSCaAfRKnw4MxvBfNXoFCE3sMfPeFuX8Vi,QmaRtRCHssBWk7aYca6TwibRqurFvGoEnG9XaSugr4EDtP,purple
204,2,Ragonmaui,Euclid's Abomination,"A powerful being that dwells in a strange translucent octahedron with eight faces. Its body is mostly void, but it possesses an intelligent mind, which recognizes almost all living beings, and can talk telepathically to them. It can ""align"" anyone who comes near it, but it does not exert any power recognizable across most spectra.",./sprites/status-scale-frock_clip_m0_OPT.gif,QmUL38G2DKtTrRWjjWS9MxVbDPsLtQFxkQNKGTLi7JyHF2,QmVqyzqmK9L5hiRy8rAGhoPakXwEj1pzniYcjkBHdfhW4q,QmNedvcS8y1BbQmPNzMNo4H6V4FhZhNnjYoTjLadt92YM7,rainbow
205,2,Jhüll,A Lady's History,"A huge, eyeless female humanoid with a hideously overgrown head. She was the guardian of the Abyss for thousands of years. After she was killed by Rüäz, her body became tainted and transformed into a new entity, Zadruga.",./sprites/tensor-yurt-rowboat_norm_m7_OPT.gif,QmcALADW8HHmAD56G63TpczYXSS76ou7i48t3LzUWJSS4F,QmZhQ4f3szZthCJsUq5SkYyKCcaTWfJFAkYVMkcjBjgQSF,QmXdAfiPTvWwigTn3zw7wp81BZJ3pszgnpj1y68E6gkgiv,gray
206,2,Agnthkh,The Ashen Cyclone,"Said to be a mighty dragon from an alternate dimension wreathed in clouds of ash. She is said to be of the rank of The Old Gods, and she is the enemy of Pa'ach, the God of Kings.",./sprites/telescreen-bratwurst-switchboard_clip_m1_OPT.gif,Qme1e5vagoyDyKcjDk7qBNRc3oKxWfGNKxuTZG5hwqiYet,QmTnkCvGGkC1Lx5meFdJGow13bf5spdVNcVwcaG19xR9h4,Qmad9fS81Tz87CRzFZ6B8wS1dsygFdLk9CJANTSNrKJVqk,brown
207,2,Aklukh,Alchera's Steadfast,"A legendary creature from myth, Aklukh is the highest in the ranks of the Pitch Gods. He exists in the physical realm as one of the one-eyed panthers of the Netherworld, where they are said to dwell in pits in vast caverns and snow-draped peaks. As the main arm of the Pitch Gods, Aklukh will carry out their wishes, provided they do not directly contradict the law of Alchera, which he is bound to serve above all.",./sprites/cloth-enzyme-sleuth_clip_m7_OPT.gif,QmQb74vkRYf6Nib9Bx1Ce6U1TDt1estT514knGZdwvY39s,QmRhyRG5xSSZ52KGy1nQUxdDVoqmxcCMMsBrPQA1kZ9eEX,QmTRo9coNw1k6zpG8QwGQDoAkQVbgTvyNJXM8UJ3j61hyw,white
208,2,El Diab,The Patron of Resilience,"A demonic, faceless figure clad in dark robes. Said to be the patron of a tribe of nine hundred elves with bluish skin, which live in the distant western mountains.",./sprites/comprehension-brass-hacksaw_clip_m0_OPT.gif,QmaSYcdMmrqkBQo4SEkh53fwLfFxuXEmGDNyZiiEfxGLHb,QmPtffYZFdeGU46nct74daEiW9J3jnKSJvrJeirxoTuFVn,QmUWNyx4upUbV7NNG6GTiTxP7a1xX4MUYGr9wm23jWQe7s,red
209,2,Zit’Laham,Czar of the Inner Worlds,"A being who uses the force of the void to accelerate itself through time and space, seeking some sort of event horizon. It holds the unparalleled ability to convert between mass and disorder. Any object touched by its power suffers immense damage, and any non-stellar objects struck are find themselves utterly unmade.",./sprites/bath-decoder-marathon_norm_m0_OPT.gif,QmaSppXmGPzkkTDYeU4oFZnP5wuaWdBdMsEzZR3ijV9FAw,QmU9hPprwARDHA5JupX3rUuxJJRuii94S28FvKHG3eGbHL,QmT1XRHcetaEbeNxVUCv4UiiFAgCS86YcsU8V2YqucxkZM,blue
210,2,Sha 'nalara,Invisible Blue,"She can appear as any one of a number of things, depending on the vision of its keeper. On occasion, she can be seen performing the worship rituals of the Demesne of Temeria. She is described as an often skinless and disembodied being, resembling a blue humanoid when viewed from the side.",./sprites/pajamas-headquarters-e-mail_norm_m7_OPT.gif,QmQqu8w57YnLqTHQUFRhBa9ZMUfVFhaStmmu7zUNsbYCmf,QmbCgFbX2KXK2Pnc9B3MUbPUrVdtfK1jjirDfsXPPfRop2,QmS4kZuk2yDxaNKA2ZKdcFEuE81kCx4r4Eb1nrRN44uH4k,blue
211,2,Sigyn,Shield of Truth,"A being of the spirit world, it has no true form, but appears in any form it deems fit. Many observers of its actions are astonished by its power which seems unfit for its small stature. In the past, its power was channeled into sigils inscribed on weapons and armor, which it considers tribute.",./sprites/sanctuary-stucco-problem_clip_m7_OPT.gif,QmSF8H6VoXvPjCtrYe7HNjkwarm7236pYw9jjNFf3aPWQx,QmeuQAmN4H6hsKw4Mwrxhtck9fGr62UPyvSD1ErgoPvSTt,QmWQCpwpc45kNMRvNG3Biw9Uq8Engvf9g7eVHce9w9nzuC,yellow
212,2,Xem,Gatekeeper of the Execution,"A once-immortal being who was tricked by the forces of Zaphthrot into harnessing the power of the Abyss. It now lives as a powerless spirit within an old temple in the Gulf of Siklaw in the Arabian desert. It had been executed by Ntánu Uryayar, the Burning Mountain, but still acts to guide those who meet with it towards the Abyss.",./sprites/degradation-fertilizer-treasury_clip_m1_OPT.gif,QmT5WvS5LjatsjRpuMRudXtcQ8GJKCDaAf4HTNpQp4ESTa,QmQKBeRd3Ki9t7wAKxwPZmVHyUSrpj1znskd7oE5bJ34co,QmaEk8crLyq7jtXute5QzNdhcfjbcadZsYxzMaZTshgNZH,rainbow
213,2,M’u-M’ian,Herald of the Weirwood Tree,A humanoid figure adorned in a suit of dark green armour with a helmet shaped like a tree. He operates as a guard to Yrsthennth.,./sprites/consequence-answer-optimisation_norm_m0_OPT.gif,QmaZys9XmPfS3BCU2vJMUQEp82QCY6U3oKPJRzieLwu7id,QmYSDYWgwegoZmf181zML2vaynintHTVmV8VwPFg3vPPxp,QmQbdYek5k1TT2h7kk6bYzQcqnT286kw7afU7nvQi3r8ju,green
214,2,Usukh,The Curse that Lies Beneath,"A bird-like creature with a long neck and the most impenetrable dark skin of any other. It sits on its back and spreads its wings, whirring them in the air. Once upon a time, Usukh descended from the skies and committed the greatest crime ever seen. Its fall has never been forgotten by the Pitch Gods.",./sprites/foal-oven-vaccine_clip_m1_OPT.gif,QmesL7vJpHG9GduMoA45ywQUJTHxCFC9sJKpHHiJcDSnm6,QmbDvPxHqw3vYw7Gu4jXsL26jVQMj7kdobbD9sd8kzefQW,QmRgYkfNcEA4YfMCfBc26PyA4yet6uDmwMMVMWdaNaRMGu,red
215,2,Cimakh,Oblivion's Embrace,"An entity of great power, one of the gods of Ruhänz. Part of  her core was lost when the god's physical body was split into many pieces. Her core Entity was cast into the Credo Crater, leaving her legacy forgotten for eons.",./sprites/sunlamp-pounding-antennae_clip_m1_OPT.gif,QmZgQNJypFGP2NktBGyVBvJ1uspykF4o2aoNjyxmj4ZqQp,QmTMG4jY7bq2hCp1RcMjEMZvYscSUUecjwysYMNNjKyT92,QmTKs4ba5RC4ECPPKqe2YDLybL15HjcAqjNoRqgJzyJGUm,rainbow
216,2,Lu-Ngolä,Living God of the Mountain,"A gigantic, hulking thing of living stone and sand. It dwells in a cave at the top of a mountain in the heart of the desert, and is worshiped by an ancient and mysterious cult. The Voice of Lu-Ngolä speaks to its chosen with direct brain-to-brain contact via the eyes.",./final-sprites/tank-documentation-union-waist-special-causal_norm_m6_OPT.gif,QmSRcxPZcbT6yVU12EXF9yvZksi2no7GdiLGKiVUMocysh,QmbNwNrjC49TbjP9DHrBDd464FPTkgXiMcwQeFdTJf8rhi,QmVYPdYneDJG1NwQ9JKZTP72SZyFxFjjKKNpZRxgh6e3Xw,white
217,2,Chaofraz,Master of Hunger and Despair,"A colossal entity said to have the power to bring famine to the earth. It is said to be visible from the Core World, and usually takes the form of a vast, black serpentine creature with three heads.",./sprites/chasm-enterprise-notoriety_norm_m1_OPT.gif,QmP3jT3gwgFuxH3h3mzESRWiJEW9x27pbMDGrqn2UaAMce,QmSGVZkhNnwsnt7H2eoeQm3n67mP8moi8bJMQwPmiTyVkv,QmUViD9GFn9Mm4GcE3DWrViVX16M9baGrjTvtGkXAHF9co,rainbow
218,2,Jourleth,The Indeterminate Heat,"A deity that shares the physical shape of a man with the exception of a set of unruly flames covering the entirety of his head. He wanders the realm of the Apocrypha, and he is easily the most important deity there. He is known for his playful and chaotic spirit, and he is the ruler of the city of Sur-Qan.",./sprites/molasses-glider-sale_clip_m7_OPT.gif,QmW4rYpRJ38daE8mrkvZ1Uqa4DbJQRc9gXmDPDmJnWqZqQ,QmYQK2D5fD9isEt4kheEzh4ZRqQyqmfsijS6nknBeAzKNk,QmNbHqtvSLj2gLbByAuPUCdAKWSRCNJBqHTMgNs4uJoh69,white
219,2,Kus,The Silver One,"The Silver One is said to be an elder god, long ago bound to the mountains by magic. It is said that it protects those who seek its help, but will only speak to those who walk with it in its native form. It was not seen for many years after it fell under the sway of the Night Gods, but it has returned and is said to be powerful enough to challenge them.",./sprites/ophthalmologist-nymph-permafrost_norm_m7_OPT.gif,QmZ8AapRNjW7S23jmveRyyWLgdKgjojxohzFvyqasQpLeQ,QmSs24xmfb3cAU4XcPpaD8rjQ4txkAqpzLdMeaXXQckR8h,QmQdgg9FDZgw3fr5KAoo45TimircR84EbUtz7hy7L2SaWD,purple
220,2,X'lant,Reflection of the Ageless,"A demon of chaos that is the ethereal manifestation of a mirror. When chance travelers peer into it, they are reminded of the vision they saw at the beginning of their lives. Many beholders have said they gained the ability to see into the future and speak with the spirits of their dead loved ones.",./sprites/tenement-snorer-mother-in-law_clip_m1_OPT.gif,QmZFy9XkGY3N19GVZJUySKSy86eDK25upAYauTZmH6XZ2S,QmfHw1mRuEH5DWckHM7oJ1suMiepy2hw2HnB4a2GGxZXcG,QmRUL1B1bLqMcteaW3GrMycqg4VpiSvE7MnfHwxrYDAbWN,white
221,2,Norzad,The Lord of the Ancients,"A mysterious, ancient entity that emits starlight as it respires. It is the patron deity of a clan of mages, but little is known of it. It is assumed that Norzad serves a very powerful cosmic entity which exists outside of time, and that it aids and protects those who serve it.",./sprites/outlay-ton-trowel_norm_m1_OPT.gif,QmWPn1JUKiT1QevR8QCVnirumxk6VeA94YUzmb536cRTKa,QmW6o1MfcuXNcM3XBxAajq1dCBXni49GKMtexcjxgsiEit,QmUWUqYsyYY7xmFh6CPUr42Pi6PUa4469faRfhtsZjBb8H,green
222,2,Stry'zhai,Hunter of the Brazen,"A bloodthirsty deity who devours the souls of the slain. A native to the Great Pit of Dikteria, he is a fierce, cruel entity who thirsts for more of the souls of those he has slain. Stry'zhai has an oppressing will. His powers were cut short during the Last Purge, but he continues to haunt the most dangerous creatures that lurk at the edges of the Vast, where the decay spreads.",./sprites/formula-resident-most_norm_m7_OPT.gif,QmWZEupWGPk9X9ATS5einjMya9HGgXDMaVZ8wzeN33k6rT,QmVcgr5VDYd4R2y8zE4PhrqrMCNrB4dUvAqShsYBbbnono,QmUJKhUn3tvFSEfiVF9L8ibESTYtfSSqme2DkxSC2ytL97,brown
223,2,Akasha,"The All-Mother, The Rending One","A gigantic mass of tentacles and claws. It is said that she first reached this world from outer space from an unknown planet, and her arrival paved the way for other creatures as well as the concept of Gods. Her arrival spawned the great, vast seas and various races of creatures across the world.",./sprites/feeling-embassy-sexuality_norm_m0_OPT.gif,QmVJJKeNB2vjRT8tXLqqFUrDuD4J9Ui5r75wk5WEws9DKm,QmcWT15mqgK1hsa1k1PFZrB1GbsHiBp2GouZkmRxmvaMQb,QmeEUYjsMB2FaukG1UHywVa4vXU3VUzs1Ghagv9R3Yso7p,purple
224,2,Tyb’rhae,The Cat's Eye,"A being composed of light and heat who is said to have watched the entirety of ancient time unfold. It is said to be able to see the past, present, and future all at once.",./sprites/consumer-assurance-yang_norm_m1_OPT.gif,QmeNZuE3JJhiDr4YeqAhg9F5ppt3W4jQS9jSg1d7f8nsmn,QmXNK3GSnpHef1JnGqbzi4mP7XhoKi8NLx8VwkKJzwYtcY,QmeDWGLRLYHgVZLUJEGLaGW7E5w2K3pL5pdZFXQoNJDWrn,gray
225,2,Thulen,Wings of Flame,"An angelic entity with a burning red hue. Its power is said to be such that all that walk the world tremble before it. An embodiment of divine wrath, it is not quite sure how to interact with ordinary mortals without setting them ablaze.",./sprites/stick-sushi-septicaemia_clip_m1_OPT.gif,QmSoN9Xhdjga3Ukqz2WgUPW5EQ7MitgrjifiZajZtZk3YY,QmRhzvKzLd2Y3KMy6dNhSSv2R2VAgi7d7rt6GdMQnof3RT,QmWwXQmLdJkGiqztSmB4mN7r6LqBMGi3domsMQCPfAnFEA,red
226,2,Phukhu,A Spark of Thought,"Leader of the Nüwaddi. Referred to as The Shining One in most records, though it has also been called 'The Watcher' and 'The Spirit of Heaven' by Huacas. Its contributions towards recording the First Cataclysm have proven invaluable in the modern day; few can even match its resilience.",./sprites/housing-scale-cannon_clip_m1_OPT.gif,QmWST2MGPydZs1TqHufncA6wUJ52HbhGJWxUF7rjRZJK1G,QmdQTMnb6psrf9c5b7oqmLYRe4JY49FSowA3i5Qe4DckTp,QmSwN87Y4jksxuzPVhaFiLyWuzYfY7VhHa5PZo4u69gApQ,combo
227,2,Syamatë,One Who Claws Back,"A frightening, hulking giant with the head of a vulture. She is said to be an embodiment of the forces of change. She was once a devoted follower of Orgenus, but after the destruction of his vampiric servants, she resorted to consuming their bodies and memories, going mad from the pain. She now speaks to only one other being, Kuunu-Tak.",./sprites/forgery-perfume-extremist_norm_m7_OPT.gif,QmXTd6UVNpLGUgw4ba9a6Y8eSXhdQFRvPPCJR4YQKZNY94,QmcAR7pE9gjG9Cu7PuhnnFMK7mpYEoXqowq6nR3XqAM1cF,QmakaKVdARda7ntTNMXD2KtrxBaMzkHPA5sXkM1fegPDTm,blue
228,2,Affrita,The Sky Witch,"An entity of fire, frost, and death, its next appearance is often said to be prophesied, with dark portents appearing in the skies every time one of its lesser forms appears.",./sprites/pasta-SUV-broom_clip_m1_OPT.gif,QmTwnXy3VhZej7RpcCKnkwkhYgL2b7nsb2xKxJQPm3DKYJ,QmX7U2Zgnr6gYi3dq3c84Zri7UvaZdTFhv3aQPZYRXsfx8,QmeCSUMjmvBSA19xyBSxtBiJE3T167W6pma1qRiiBemY2H,blue
229,2,R’ul,The Crimson Wall,"The shape-shifting son of the Arch M’har and Arch Nem'is. His body is covered in a mysterious red liquid that flows between his arms, melting into his skin. His face is a gruesome mask of red, and he wears a sack-like armor. He guards the entrance to the Barren Lands, entrance to the Soul Tree.",./sprites/conformation-fill-prophet_clip_m7_OPT.gif,QmRvdj3PzCFwgNkkHZWLfoboLopK5UeD23MDv277y43DGn,QmVRt5EVSsPbUCrUuhfvrbevJcpgHWjYqbx3wCvdfWQ8X4,QmUnMge8afZmXMRnCoy4SCRawDxFn9TcxTMeFzuddKwXw7,purple
230,2,Casahollll,Demise of the Covenants,"A monstrous sea-serpent with a gigantic maw in place of a head, which has inhabited many worlds since its creation in Ynfir's tale. Most infamously, it dwelled in Ushang's realm, in the ancient body of a powerful priest. When that priest died, it took her form to gain power over the other living beings in the region.",./sprites/pavilion-achiever-monasticism_clip_m6_OPT.gif,Qmf7dcFpcTTAZKp2pqoCZrQ1fmsHo6De9K5D56Zxx5xECK,QmVCqDgoZrXByHqnZT4s3q9HZ94tNbD9vgjvCTDDz7irJJ,QmbrVtfNzsQdiB4EtZbA2uuH8VfyKkr8Ujk2LPTq6jyyi6,combo
231,2,Vulgnash,The Dire Mercy,"A large, black-winged raven-like creature with a single yellow eye and a long swooping black beak. It is said to hunt for souls of those who die with regret, hatred, or anger in their hearts.",./sprites/hug-uniformity-tenant_norm_m7_OPT.gif,QmPMy18HFjLKL8u6mmYN294dTXDMb7BSHrcXZy2hYmD8Gu,Qmbxd61egXfqsD3kAUnafxis3bhQemMRJ6ho81xnEYLRur,QmYZ9un2DLTTYz7UnsCkcP32oQcrZUFcStCHVBRDwgrA8s,gray
232,2,Raev,The Mourning Star,"A glowing entity of yellowish green light, as large as a small island, with a sharp, piercing power in each of its eyes. It is said to reside in a great structure, and it never faces the direction of its own light, as that would hurt it. Instead, it slowly turns the sun's own light into its presence.",./sprites/disgust-appendix-spawn_clip_m7_OPT.gif,QmUjfV3P5JoTpfXGVgvxmwgAsSYDygt17BpoTuC81SkwZo,QmWoDjxdmaXjgGZF1fdLwBDEuyvhdZsFm4YUqT2zyZhXok,QmWuNEGhPn4C9vuFqHY7i8kKprP6MRGUS7Q66WLeeXmMiJ,white
233,2,Maznoth,"The Doom of the Universe, Father and Ancestor of All Things","A colossal, gnarled mass of dark green flesh with two blazing suns as his eyes. He is said to exist at the center of the universe, and to be slowly driving all other creatures into madness.",./sprites/group-dilapidation-methane_clip_m7_OPT.gif,QmYbGKqM2kzWsGZq4FE2tSJ3E628753tkRGoi4TXUoET5N,QmRNu1iKCYrbx7XowHdfxRkJDJTtCqtvJdEVzhS2HmcBEf,Qmevg32k9XF3BN2X2bT7shJY7fjjmXSPDocE7L65bSUUsS,rainbow
234,2,Graz'zt,The Final Champion,"A giant, powerful entity that emerged when all the Ephori were slain by the warrior-god Hextor. He is usually depicted in his primal form of a nightmarish, purplish-black man-beast. It is said that, once defeated, it can flee into a state of sleep for a hundred years.",./sprites/cribbage-rehospitalisation-shit_clip_m1_OPT.gif,QmThuziNBjxJPWZzmZDgemJZdX2JyZGfTyvPq8wyqigokR,QmT3aubzxDCbcmofZg3UWLiK16KWDd4SxtXPSegsSroAGJ,Qmf55r6SJFZE4HmyZZhAq7EHf464HRUZGE1CW9nz2fuHfx,purple
235,2,Tag’ai,The Indigo Demon,"An entity of a dark ice. The entity wears an emblazoned white circle upon his forehead, and it is said that this mark can bring about any curse or misfortune one may imagine. Having used the object it wears on its head to travel from place to place, it is often described as a floating, spherical globe, with a pair of bright blue eyes that seem to look directly into the souls of those who look upon it.",./sprites/authenticity-yard-angle_clip_m1_OPT.gif,QmNaQ5JYfao2Rrc8sysFKFz9qYxHNUpEbTuMCTfVSHA3js,QmfA7gwpNe3efnWUXATLji96ZkkDWdsLg6qFT7ye9d66DL,QmPotcswETY7YZBVzkz1pXPEwaAeUEipnFaKBLKfCs1aSz,white
236,2,Loh-Omegando,The Wise King,"His glory reaches far beyond the boundaries of Vastity. He commands powerful beings of great power, and is the moat around the River of Serenity. It is rumored that he was a pupil of the Endless, and that his affinity for power is the result of his many years of training and study with them.",./sprites/demand-surge-fairy_clip_m7_OPT.gif,Qma6nTC8shRgaizjqctcXBT5FU1iJHUmXSkQCBbrdERUN1,QmdLpENaFWi37BMPz7CfSjw3p8fH8JQrZSUaUr9LkM6CUW,QmPmE3fATfZBj5mknkYdwKBQENLNbaYUPKGav5coaPS9HP,white
237,2,Horset,The Wildest Rat,"A gigantic, black, furred figure, often described as having a rodent's head. He is said to be a servant of the Leviathan, and specializes in luring men astray by changing his form into that of a beautiful woman, or a great bird, or some other enticing creature.",./sprites/access-platinum-arrogance_clip_m7_OPT.gif,QmNwYMC5ErqhV6qm4x7DZfwjXWgUpZfn8bYxNbDzeWc3DG,QmfAKszEuheVy4MWjh3xx3AGWye1ptCA913PaZFWh7gNA2,QmVRt26vzCHFeEBjJBiPsncVFozkXk5SoXysagRVh972QQ,yellow
238,2,Nor,Azure Shepherd,"A large, glowing being with many arms and legs. It is a fearsome sight to behold, and has been known to bring humans under its influence, compelling them to tend in its ""fields"". Its eyes are a place of complete color, with a living energy taking the place of the pupil.",./sprites/committee-spleen-baboon_clip_m6_OPT.gif,QmeSAjPws2EjtxQDRm4RVCWv2wa1JcBjL8gRn6BwTYqnnu,QmNeYExC5qxahJ4hVxnzbsuK7Evy1RrQCd13TAwWD6f4DZ,QmPkYqZotgb2K1hSYCT2QqLybPm44J2L9NZkGi9Aw7MM9W,purple
239,2,Alchera,The Great Mother,"The creator of all life. It is said to reside in some realm beyond human understanding. It created itself from the Void, and then created the first sentient beings, the Nüwaddi, as part of its own being.",./sprites/pita-appellation-laughter_clip_m1_OPT.gif,Qmf483gEoMK5JeRLgfy2axy2SHtH7H34fiB4BMrwdAynwv,QmbRKFyWDgLMrWEKWCbEiYRvdfXbusHb5bJixi4C1cEnff,QmdjxZSb2ZbZsQ6XG2U56VwRigZk9WanG5yx3CvacDqzkc,green
240,2,K’rmigu,The Insatiable One,"A creature made of oily black spheres which writhe together to create a shapeless mass, which constantly emits a foul odor and exudes an eerie, luminescent light. It is said to be an entity of pure chaos and death, which exists simply to consume.",./sprites/essential-rubbish-brassiere_norm_m7_OPT.gif,QmPnKZTNj2FT2zj4UuXMCUnLAcvzaKEFkJK4pjJXUJPYWE,QmV7X14Uyv5EbXyPq8SAB5kYxH5vbp4Rvzi61tsUCPxiUq,QmWHPhDqfxyWCp5qMMWeCoV65To3n8r62tV3DdW5N2JzYg,brown
241,2,X'lantis,Creator of The Spheres,"An ephemeral entity that dwelt in the realm of the Abyss of Woe for eons. One day, it was spotted by Eon and seen by a mortal, who brought it to Amal's attention. However, it was unable to be spoken to, for neither the creator nor its mortal host were human.",./sprites/rap-analogy-chops_clip_m6_OPT.gif,Qmc7DS2Jye2xJJc5rpnuHfeyo8pon2SEm1KXXfWyCCW45c,QmatVdpJ5EPLsNcDPB61dqDg4hBafK9TXAnSkz4z8571qK,Qmc6XfxTgoCmGU5MwN6cw3TfsBpuwaKeXdynzJF5wHH4F2,combo
242,2,Shonez,"Beast of the Storm, Keeper of Sky","A great entity, yet unknown to all, save the most ardent of scholars. The Keeper of Sky is a great goliath covered in a silver fur coat that shows only the face of its human host. It controls large lightning bolts that strike with the slightest of touch, and is more than capable of overwhelming even the most powerful warrior.",./sprites/questioner-gobbler-mailman_norm_m7_OPT.gif,QmbGnTZnohMvpCzrfMo3gXyMt3PrWPeoP3p9r8d4MPNd9E,QmNyBEXRyz3Misp8r3Ei5UzxzDrS1mF2gZSRxZsoaCwTTb,QmW27oZaXGkDMA5cVSkQscBq6AsG2k7Kd6kCJWGXi1Lk7H,purple
243,2,Cassa,Drake of Shadow,"A massive shadow dragon with clawed wings and a deep blue hide. He is an old, stoic soul, once an ephemeral being which could not be trapped within the physical world. Bound to an immortal physical body by Dluthos, his personality has undergone great change. It is said that he is still driven by a thirst for more power and immortality, now that he has overcome his vulnerability in death.",./sprites/disease-tavern-insomnia_clip_m6_OPT.gif,QmWjHtcv1V5MJhffS95TNxAJ7zQZk5n7nr7CSNz2dPy8Vg,QmNm8yAPQwoEHP2diqNHfNXXFsWd56NAybyhYezavEG2TX,QmYpPW6mmfKuNNY8q67AEoLTLiL5xV4K1rqf7G2VkBoZgk,yellow
244,2,Lilmaynard,Tooth and Scale,"A grotesque creature composed of nothing more than dark purple scales and teeth, Lilmaynard has taken up residence in the infernal tower of Urzele in the Edge of the Archmage. He is in search of the Gift of the Lamp, which contains the knowledge of the Archmage's origins. Lilmaynard has been known to abduct valuable caravans for his own purposes.",./sprites/monk-blast-inflation_norm_m1_OPT.gif,QmTpEDcAyaA6rekgVNGv3YWu1wPjVipqAKZy5BFepdmdmg,QmYiyWCfB1Fb7hT3Tv8wPQ1iKQgMpB38uhXezAKu8fUMyN,Qma1NPFSpw8K9nLCZ5PRfZm2PhvxLwgRVeiqyAieUMsH3K,combo
245,2,Öul’muh,The Festering Pit,"A living pit of molten rock in the bottom of the sea. Said to be the birthplace of several Old Ones, and when it breathes, the sea trembles. Deep sea currents act as its messengers.",./sprites/webinar-west-analogy_clip_m7_OPT.gif,QmWRERT8VvEPF8cy6ZgUkikWmGjEZtvZ3tojj2XEGJNzbL,QmYsHcMGHUXwMmxtrJWG2rKsna3NRrWZ9oKXuxrrg2PpSD,QmYLxZzjqydo955so6NQDebK78kgN67gDxM7vJpfYc51NG,red
246,2,Huk,"The Translator, the Binder of Words","The lord of the realm of the dead, an aloof but benevolent entity whose hatchery of knowledge extends throughout human history. The birds of words he breeds take flight sporadically, spreading language to new lands.",./sprites/bulk-nun-drunk_clip_m7_OPT.gif,QmXjU2XaDuBpL8tY2z9DrANyzn9orJxdXbKuQG1XBfNj7N,QmUBXmAkQMaVxmUqRXMApizXnxor4KvvxwCbaM3S8P61oo,QmZZqPsC4GNTaVMitsWhEF1L2JVHwbv7JjeXhaVXpnBpDb,yellow
247,2,N’thathur,Sign of the Inexorable Times,"An entity from a previous world, a wraith-like facsimile of a woman that exists as the pure passage of time. She is said to be the only being aware of the coming of the end of the world.",./sprites/civilian-pigsty-comb_norm_m1_OPT.gif,QmYVf6g1jP6JWbGrZ2YcXn1VFvTamW2iehB7cTg7NAs8Wt,QmV32czTDLtB9i9GSmKkPqsSqsDefcNaRs1fNCt7Tywicp,QmYQe2gtScd1Qu5zAGro3pVky7vCd9tax39uuvwAvMcQ8B,white
